"Datenbank","Identifier (0)","Klassifikation (50)","Klassifikation (50.1)","Klassifikation (50.3)","Klassifikation (50.4)","Verfasser (100)","Verfasser (100.1)","Verfasser (100.2)","Verfasser (100.3)","Sonstige Personen (101)","Sonstige Personen (101.1)","Sonstige Personen (101.2)","Sonstige Personen (101.3)","Institution (110)","Institution (110.1)","Institution (110.2)","Institution (110.3)","Sonstige Institutionen (112.1)","Titel (200)","Titel (200.1)","Titel (200.2)","Verfasserangabe (245)","Verfasserangabe (245.1)","Ausgabe (250)","Ausgabe (250.1)","Ausgabe (250.2)","Ausgabe (250.3)","Ort (260)","Ort (260.1)","Ort (260.2)","Ort (260.3)","Verlag (270)","Verlag (270.1)","Verlag (270.2)","Verlag (270.3)","Erscheinungsjahr (280)","Erscheinungsjahr (280.1)","Erscheinungsjahr (280.2)","Umfang (300)","Umfang (300.1)","Serie/ Reihe (400)","Serie/ Reihe (400.1)","Serie/ Reihe (400.2)","Serie/ Reihe (400.3)","Fußnote (500)","Fußnote (500.1)","ISBN (490)","ISBN (490.1)","ISBN (490.2)","ISBN (490.3)","ISSN (491)","ISSN (491.1)","ISSN (491.2)","ISSN (491.3)",492,492.1,492.2,492.3,"Systematik (080)","Systematik (080.1)","Schlagwort (600)","Schlagwort (600.1)","Schlagwort (600.2)","Schlagwort (600.3)","Regalstandort (852)","Regalstandort (852.1)","Regalstandort (852.2)","Regalstandort (852.3)","In- Vermerk (770)","In- Vermerk (770.1)","URL (850)","URL (850.1)","Originalsprachl. Inhalt (880)","Originalsprachl. Inhalt (880.1)"
"Stadtbibliothek Chemnitz","513112","I G II G",,,,,"Teubner, Marco","Bougie, Nadine",,,,,,,,,,,,"Wolkenbilder",,,,,,,,,"Edling",,,,"Selecta Spielzeug",,,,"2009",,"1 Spiel (1 Spielplan 2-tlg., 4 Holzscheiben, 30 Karten, 42 ""Wolken""-Plättchen, 1 Spielanleitung) ;",,,,,,,"Ab 5 Jahren. - Spieldauer ca. 20 - 45 Min. - Für 2 - 4 Spieler",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","513110","I G II G",,,,,"Baars, Gunter","Wenniges, Oliver",,,,,,,,,,,,"Kipp Kipp, Ahoi!",,,,,,,,,"Ravensburg",,,,"Ravensburger",,,,"2009",,"1 Spiel (1 Wassertafel, 1 Schiffsrahmen, 1 Schiffsdeckplatte, 3 Schrauben, 1 Farbwürfel, 12 Holzzylinder, 28 Kartonchips, 1 Spielanleitung) ;",,,,,,,"Ab 5 Jahren. - Spieldauer ca. 15 - 20 Min. - Für 2 - 4 Spieler",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","513109","I G",,,,,"Charves, Virginia",,,,,,,,,,,,,"Otti Panzerotti!",,,,,,,,,"Wien",,,,"Piatnik",,,,"2009",,"1 Spiel (27 Bildkärtchen, 3 Kunststoffschildkröten, 1 Spielanleitung) ;",,,,,,,"Ab 3 Jahren. - Für 2 - 4 Spieler",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","513115","I G II G",,,,,"Zoch, Klaus","Matthäus, Doris",,,,,,,,,,,,"Zicke Zacke Igelkacke",,,,,,,,,"München",,,,"Zoch",,,,"2009",,"1 Spiel (4 Holz-Igel, 4 Holzstecker, 24 Plättchen blattförmig, 12 Plättchen achteckig, 1 Spielanleitung) ;",,,,,,,"Ab 4 Jahren. - Für 2 - 4 Spieler. - Spieldauer ca. 15 - 20 Min.",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","537401","G 211",,,,,,,,,,,,,,,,,,"Dame, Mühle",,,,,,,,,"Berlin",,,,"Schmidt Spiele",,,,"[2009]",,"1 Spiel (Spielinhalt : 1 Spielbrett, 24 Holzscheiben, 1 Anleitung) ;",,,"Classic Line",,,,"Für 2 Spieler. - Ab 7 Jahren. - Spieldauer ca. 30 Min.",,,,,,,,,,,,,,,,,,,,"G 211 Dam",,,,,,,,
"Stadtbibliothek Chemnitz","537400","G 212",,,,,,,,,,,,,,,,,,"Welt der Weine",,,,"überarb. Aufl.",,,,,"Günzburg",,,,"Huch & friends",,,,"2009",,"1 Spiel (Spielinhalt : 1 Spielplan, 900 Fragen und Antworten, 1 Wertungsblock, 6 Spielfiguren, 1 Würfel) ;",,,,,,,"Für 2 - 6 Spieler. - Ab 18 Jahren. - Spieldauer ca 1 Stunde",,,,,,,,,,,,,,,,,,,,"G 212 Wel",,,,,,,,
"Stadtbibliothek Chemnitz","537402","G 212",,,,,,,,,,,,,,,,,,"Halma",,,,,,,,,"Berlin",,,,"Schmidt Spiele",,,,"[2009]",,"1 Spiel (Spielinhalt : 1 Spielbrett, 66 Spielfiguren, 1 Anleitung) ;",,,"Classic Line",,,,"Für 1 - 4 Spieler. - Ab 8 Jahren. - Spieldauer ca. 20 Min.",,,,,,,,,,,,,,,,,,,,"G 212 Hal",,,,,,,,
"Stadtbibliothek Chemnitz","537393","G 212",,,,,"Kramer, Wolfgang",,,,,,,,,,,,,"Europareise",,,,,,,,,"Ravensburg",,,,"Ravensburger Spielverl.",,,,"2009",,"1 Spiel (Spielinhalt : 1 Spielplan, 155 Städtekarten mit Fotos und Informationstexten, 80 Tickets, 6 Markierungsfähnchen, 3 Reisegesellschaften, 1 Flugstab, 1 Schiffskette) ;",,,,,,,"Für 2 - 6 Spieler. - Ab 10 Jahren. - Spieldauer 30 - 45 Min.",,,,,,,,,,,,,,,,,,,,"G 212 Eur",,,,,,,,
"Stadtbibliothek Chemnitz","537390","G 212",,,,,"Chvátil, Vlaada",,,,,,,,,,,,,"Im Wandel der Zeit",,,,,,,,,"Friedberg",,,,"Pegasus Spiele",,,,"2009",,"1 Spiel (Spielinhalt : 1 Spielplan, 4 Zivilisationsbretter, 4 Übersichtskarten, 341 Spielkarten, 315 Holzspielsteine, 1 Spielregel) ;",,,,,,,"Für 2 - 4 Spieler. - Ab 12 Jahren. - Spieldauer ca. 120 Min.",,,,,,,,,,,,,,,,,,,,"G 212 Im",,,,,,,,
"Stadtbibliothek Chemnitz","505022","G 219",,,,,"Chvátil, Vlaada",,,,,,,,,,,,,"Space Alert",,,,,,,,,"Elztal-Dallau",,,,"Heidelberger Spieleverl.",,,,"2009",,"1 Spiel (1 Spielplan, 2 CDs, 1 Missionsablauftafel, 10 Aktionstafeln, 7 Kartonstreifen, 16 große Karten, 55 normale Karten,96 kleine Karten, 18 Plättchen 8-eckig, 26 ovale Plättchen, 16 Plättchen 5-eckig gelb, 55 kleine Holzwürfel, 3 große Holzwürfel rot, 1 Säule 8-eckig blau, 3 Säulen rund grün, 10 Spielfiguren, 1 Punkteblock, 1 Regelheft, 1 Spielanleitung) ; in Karton 32 x 23 x 7 cm",,,,,,,"Ab 12 Jahren",,,,,,,,,,,,,,,,,,,,"Games Space",,,,,,,,
"Stadtbibliothek Chemnitz","505202","G 212",,,,,,,,,,,,,,,,,,"Wissens-Quiz",,,,,,,,,"Fürth",,,,"Noris-Spiele",,,,"2009",,"1 Spiel (240 Quiz-Karten, 1 Farbwürfel, 1 Spielanleitung) ;",,,"Senior-Premium",,,,"Für 1-6 Spieler",,,,,,,,,,,,,,,,,,,,"G 212 Wis",,,,,,,,
"Stadtbibliothek Chemnitz","505195","G 212",,,,,"Vaccarino, Donald X.","Catrein, Matthias","Menzel, Michael",,,,,,,,,,,"Dominion",,,,,,,,,"München",,"Berlin",,"Hans im Glück","Schmidt Spiele",,,,"2009","1 Spiel (500 Karten, 1 Karteneinsatz, 1 Kartenübersicht, 2 Anleitungen) ;",,,,,,,"Ab 8 Jahren",,,,,,,,,,,,,,,,,,,,"G 212 Dom","Games Domin",,,,,,,
"Stadtbibliothek Chemnitz","505024","I G II G",,,,,"Hutzler, Thilo",,,,,,,,,,,,,"Gerda Gacker",,,,,,,,,"Bad Rodach",,,,"Haba / Habermaaß",,,,"2009",,"1 Spiel (1 Holzspielfigur, 16 Huhnkärtchen, 12 Bratpfannen mit Spiegelei(ern), 1 Sonderwürfel, 1 Spielanleitung) ; in Karton 11,5 x 18 x 4 cm",,,,,,,"Ab 4 Jahren",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","537387","G 211",,,,,"Rejchtman, Grzegorz",,,,,,,,,,,,,"Ubongo 3-D",,,,,,,,,"Stuttgart",,,,"Kosmos",,,,"2009",,"1 Spiel (Spielinhalt : 36 Legetafeln (mit 504 Aufgaben), 40 Legeteile, 1 10-seitiger Würfel, 1 Sanduhr, 1 Stoffbeutel, 58 Edelsteine, 1 Anleitung, 1 Lösungsheft) ;",,,,,,,"Für 2 - 4 Spieler. - Ab 10 Jahren. - Spieldauer ca. 30 Min.",,,,,,,,,,,,,,,,,,,,"G 211 Ubo",,,,,,,,
"Stadtbibliothek Chemnitz","537397","G 212",,,,,"Lyons, Michel","Lyons, Robert",,,,,,,,,,,,"Logeo ratio 2",,,,,,,,,"Grünzberg",,,,"Huch & friends",,,,"2009",,"1 Spiel (Spielinhalt : 1 Spielplan, 9 Spielsteine, 1 Aufgabenbuch, 1 Anleitung) ;",,,,,,,"Für 1 Spieler. - Ab 6 - 99 Jahre. - Spieldauer ab 10 Min.",,,,,,,,,,,,,,,,,,,,"G 212 Log",,,,,,,,
"Stadtbibliothek Chemnitz","502899","I G",,,,,,,,,,,,,,,,,,"Prinzessin Lillifee Obstkörbchen",,,,"1. [Aufl.]",,,,,"Münster",,,,"Coppenrath",,,,"[2009]",,"1 Spiel (1 Schachteleinsatz, 1 Spielfigur mit Aufsteller, 6 Obstkörbchen, 6 ovale Karton-Chips, 1 Sonderwürfel, 24 runde Karton-Chips, 1 Anleitung) ; 1 Karton 4x11x18 cm",,,,,,,"ab 5 Jahren",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","503367","G 240",,,,,"Feld, Stefan","Menzel, Michael","Follett, Ken",,,,,,,,,,,"Die Säulen der Erde - Duell der Baumeister",,,,,,,,,"Stuttgart",,,,"Kosmos",,,,"2009",,"1 Spiel (60 Karten, 32 runde Chips, 6 Plättchen 8-eckig, 1 großer runder Chip ""Krone"", 22 Plättchen quadratisch, 12 Siegelplättchen, 1 Spielanleitung) ; in Karton 20 x 20 cm",,,,,,,"Ab 10 Jahren",,,,,,,,,,,,,,,,,,,,"Games Säulen",,,,,,,,
"Stadtbibliothek Chemnitz","503372","G 213",,,,,"Klein, Sonja",,,,,,,,,,,,,"Kunststück",,,,,,,,,"Meßkirch",,,,"Gmeiner Verl.",,,,"2009",,"1 Spiel (119 Karten, 1 Spielanleitung) ; in Karton 11,5 x 18,5 x 2 cm",,,,,,,"Ab 10 Jahren",,"9783899777871",,,,,,,,,,,,,,,,,,"Games Kunst",,,,,,,,
"Stadtbibliothek Chemnitz","503370","III G 212",,,,,"Burkhardt, Günter","Wagenfeld, Bernd",,,,,,,,,,,,"Europa",,,,,,,,,"Stuttgart",,,,"Kosmos",,,,"2009",,"1 Spiel (1 Spielplan, 6 Kartontafeln, 1 Makierungsstein, 6 Holzscheiben, 30 Holzwürfel, 6 Pappscheiben, 4 Pappscheiben oval, 224 Karten, 1 Spielanleitung) ; in Karton",,,,,,,"Ab 10 Jahren",,,,,,,,,,,,,,,,,,,,"Blau Spiele Europa",,,,,,,,
"Stadtbibliothek Chemnitz","502870","I G",,,,,"Berger, Norbert",,,,,,,,,,,,,"1, 2, 3 ... ich komme!",,,,,,,,,"Bad Rodach",,,,"HaBa/Habermaaß",,,,"[2009]",,"1 Spiel (8 Pappkarten ; 40 Karten ; 1 Sanduhr ; 1 Anleitung) ; in Karton 15,5 x 23,5 x 4,5 cm",,,,,,,"Für 2-4 Spieler",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","502896","II K",,,,,"Teubner, Marco","Kobbert, Max J.","Krause, Joachim",,,,,,,,,,,"Labyrinth - Das Duell",,,,,,,,,"Ravensburg",,,,"Ravensburger",,,,"2009",,"1 Spiel (2 Spieltafeln ; 30 Wegeplättchen ; 16 Motivkarten ; 2 Spielfiguren ; 30 Schiebesteine ; 1 Anleitung) ; in Karton 33 x 22,5 x 5 cm",,,"Labyrinth",,,,"Für 1-2 Spieler",,,,,,,,,,,,,,,,,,,,"Rot Spiele Labyr",,,,,,,,
"Stadtbibliothek Chemnitz","502864","G 212 III G",,,,,"Leacock, Matt",,,,,,,,,,,,,"Pandemie",,,,,,,,,"Friedberg",,,,"Pegasus Spiele",,,,"2009",,"1 Spiel (1 Spielplan ; 6 Spiel-Chips ; 5 Spielfiguren ; 102 Holzteile ; 116 Spielkarten ; 1 Anleitung) ; in Karton 37 x 27 x 5,5 cm",,,,,,,"Für 2-4 Spieler",,,,,,,,,,,,,,,,,,,,"G 212 Pan","Blau Spiele Pande",,,,,,,
"Stadtbibliothek Chemnitz","502913","II G",,,,,,,,,,,,,,,,,,"WWF Naturquiz - Rätsel, Rekorde, Sensationen",,,,,,,,,"Stuttgart",,,,"Kosmos",,,,"2009",,"1 Spiel (40 Karten, 40 Chips, 1 Spielanleitung)",,,"Young Panda",,,,"Ab 8 Jahren",,,,,,,,,,,,,,,,,,,,"Rot Spiele WWF",,,,,,,,
"Stadtbibliothek Chemnitz","502862","III G G 212",,,,,"Sentker, Wolfgang","Vohwinkel, Franz",,,,,,,,,,,,"Finca",,,,,,,,,"Berlin",,,,"Schmidt Spiele",,,,"2009",,"1 Spiel (1 Spielplan, 134 Holzteile, 12 Windmühlenblätter, 8 runde Chips, 10 Chips 5-eckig ""5"", 4 Bonusplättchen, 16 Aktionsplättchen 8-eckig, 42 Früchteplättchen, 1 Spielanleitung) ; in Karton 22,5 x 31 x 7 cm",,,,,,,"Ab 10 Jahren",,,,,,,,,,,,,,,,,,,,"Blau Spiele Fin","G 212 Fin",,,,,,,
"Stadtbibliothek Chemnitz","502903","I G",,,,,"Haferkamp, Kai","Lohr, Stefan",,,,,,,,,,,,"Kannst du das ABC?",,,,,,,,,"Stuttgart",,,,"Kosmos",,,,"2009",,"1 Spiel (1 Kartontafel, 28 runde Pappchips, 52 Spielkärtchen, 1Spielanleitung) ; in Karton 11 x 18 x 3,5 cm",,,"Der echte Scout",,,,"Ab 5 Jahren",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","502879","III G G 219",,,,,"Schacht, Michael","Stephan, Claus","Hoffmann, Martin",,,,,,,,,,,"Die goldene Stadt",,,,,,,,,"Stuttgart",,,,"Kosmos",,,,"2009",,"1 Spiel (1 Spielplan ; 4 Hände ; 1 Schlüssel ; 35 Münzen ; 72 Holzhäuschen ; 88 Spielkarten ; 100 Papierscheine ; 1 Anleitung) ; in Karton 29,5 x 29,5 x 6,8 cm",,,,,,,"Für 3-4 Spieler",,,,,,,,,,,,,,,,,,,,"Blau Spiele Goldene","Games Goldene",,,,,,,
"Stadtbibliothek Chemnitz","502906","I G",,,,,"Engel, Tanja","Schyns, Barbara","Pertoft, Björn",,,,,,,,,,,"Sicher zur Schule",,,,,,,,,"Stuttgart",,,,"Kosmos",,,,"2009",,"1 Spiel (42 quatratische Pappkarten, 2 Sonderwürfel, 30 gelbe Kartonscheiben, 8 Schatzkistenplättchen, 1 Kärtchen mit Piratenflagge, 1Spielanleitung) ; in Karton 11 x 18 x 3,5 cm",,,"Der echte Scout",,,,"Ab 5 Jahren",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","502915","II G",,,,,,,,,,,,,,,,,,"WWF Naturquiz - Wunder der Natur",,,,,,,,,"Stuttgart",,,,"Kosmos",,,,"2009",,"1 Spiel (40 Karten, 1 Spielanleitung)",,,"Young Panda",,,,"Ab 8 Jahren",,,,,,,,,,,,,,,,,,,,"Rot Spiele WWF",,,,,,,,
"Stadtbibliothek Chemnitz","502887","I G",,,,,"Meister, Heinz","Scheinberger, Felix",,,,,,,,,,,,"Einfach stark",,,,,,,,,"Bad Rodach",,,,"HaBa/Habermaaß",,,,"2009",,"1 Spiel (1 Holzbär, 18 Holzzylinder, 12 Pappchips ""Wiesenfelder"", 1 Pappkärtchen, 1 Pappchip, 12 Glasnuggets, 2 Sonderwürfel, 1 Spielanleitung) ; in Karton 22 x 22 x 5 cm",,,,,,,"Ab 5 Jahren",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","502892","III G II G G 219",,,,,"Colovini, Leo","Catrein, Matthias",,,,,,,,,,,,"Islas Canarias",,,,,,,,,"Rastatt",,,,"Clementoni",,,,"2009",,"1 Spiel (6 Inselkarten, 1 Schiffskarte, 12 Rechteckplättchen, 84 Holzbausteine, 66 Karten, 1 Anleitung) ; in Karton 32 x 21 x 7 cm",,,,,,,"Für 2-5 Spieler",,,,,,,,,,,,,,,,,,,,"Blau Spiele Islas","Games Islas",,,,,,,
"Stadtbibliothek Chemnitz","502878","II G III G",,,,,"Bogen, Steffen","Schelk, Michaela","Bernstein, Keith",,,,,,,,,,,"Die drei ??? [Fragezeichen] - Das verfluchte Schloss",,,,,,,,,"Stuttgart",,,,"Kosmos",,,,"2009",,"1 Spiel (5teiliger Spielplan mit Drehscheiben ; 3 Tableaus ; 4 Spielfiguren mit Aufstellfüßen ; 1 runder Papp-Chip mit Pfeil ; 30 quadratische Kärtchen ; 16 rechteckige Kärtchen ; 42 Spielkarten ; 1 Anleitung) ; in Karton 29,5 x 29,5 x 6,7 cm",,,"Die drei ??? [Fragezeichen]",,,,"Für 2-4 Spieler",,,,,,,,,,,,,,,,,,,,"Rot Spiele Dre",,,,,,,,
"Stadtbibliothek Chemnitz","502912","I G II G",,,,,"Teubner, Marco","Hattenhauer, Ina",,,,,,,,,,,,"Würfel Wölfe",,,,,,,,,"Bad Rodach",,,,"HaBa / Habermaaß",,,,"2009",,"1 Spiel (4 Spielfiguren (Wölfe), 9 Pappchips, 1 Spielplan, 4 Sonderwürfel, 1 Spielanleitung) ; in Karton 11,5 x 18 x 4 cm",,,,,,,"Ab 6 Jahren",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","502909","II G",,,,,"Kobbert, Max",,,,,,,,,,,,,"Memo-Krimi",,,,,,,,,"Ravensburg",,,,"Ravensburger Spieleverlag",,,,"2009",,"1 Spiel (1 Spielplan, 1 Spielfigur, 1 Standardwürfel, 40 Gewinnplättchen, 112 Wortkärtchen, 1 Spielanleitung) ; in Karton 11x 18 x 3,5 cm",,,"Think Kids : Training für den Kopf",,,,"Ab 8 Jahren",,,,,,,,,,,,,,,,,,,,"Rot Spiele Memo",,,,,,,,
"Stadtbibliothek Chemnitz","502905","I G",,,,,"Haferkamp, Kai","Lohr, Stefan",,,,,,,,,,,,"Kennst du die Uhr?",,,,,,,,,"Stuttgart",,,,"Kosmoas",,,,"2009",,"1 Spiel (24 Uhrzeitplättchen, 1 Weckertafel, 1 ""Digitaluhr""-Karte, 14 Plättchen, 1 Spielanleitung) ; 11 x 18 x 3,5 cm",,,"Der echte Scout",,,,"Ab 5 Jahren",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","502914","II G",,,,,,,,,,,,,,,,,,"WWF Naturquiz",,,,,,,,,"Stuttgart",,,,"Kosmos",,,,"2009",,"1 Spiel (40 Karten, 1 Spielanleitung)",,,"Young Panda",,,,"Ab 8 Jahren",,,,,,,,,,,,,,,,,,,,"Rot Spiele WWF",,,,,,,,
"Stadtbibliothek Chemnitz","505200","G 212",,,,,,,,,,,,,,,,,,"Gehirn-Jogging",,,,,,,,,"Fürth",,,,"Noris Spiele",,,,"2009",,"1 Spiel (170 Spielkärtchen, 68 Aktionskarten, 1 Sanduhr, 1 Spielanleitung) ; 1 Spielanleitung",,,"Senior-Premium",,,,"Für 1-6 Spieler",,,,,,,,,,,,,,,,,,,,"G 212 Geh",,,,,,,,
"Stadtbibliothek Chemnitz","505192","G 212",,,,,"Jackson, Kathy",,,,,,,,,,,,,"Wort-Schatz",,,,,,,,,"Ravensburg",,,,"Ravensburger Spieleverl.",,,,"2009",,"1 Spiel (1 variabler Spielplan, 100 Karten, 24 Chips, 1 Anleitung) ;",,,"Think - Training für den Kopf",,,,,,,,,,,,,,,,,,,,,,,,"G 212 Wor",,,,,,,,
"Stadtbibliothek Chemnitz","540688","II G 21 I G",,,,,"Brand, Inka","Brand, Markus","Suzuki, Mirko",,,,,,,,,,,"Shaun das Schaf - Das Rennen der Lämmer",,,,,,,,,"Stuttgart",,,,"Kosmos",,,,"2009",,"1 Spiel (1 Spielplan, 4 Schafplättchen, 4 Farbwürfel, 12 Apfelplättchen, 1 Spielanleitung) ;",,,,,,,"Ab 5 Jahren. - Für 2 - 4 Spieler. - Spieldauer ca. 15 Min.",,,,,,,,,,,,,,,,,,,,"Rot Spiele Shaun",,,,,,,,
"Stadtbibliothek Chemnitz","540687","I G II G 21",,,,,"Baars, Gunter","Zoch, Klaus","Mörtl-Rangnick, Renate",,,,,,,,,,,"Klaus die Maus entdeckt das Jahr",,,,,,,,,"Günzburg",,,,"Huch! & friends",,,,"2009",,"1 Spiel (1 Spielplan, 1 Mausfigur, 1 Punktewürfel, 48 quadratische Kärtchen, 4 Papp-Kärtchen, 1 Spielanleitung) ;",,,,,,,"ab 4 Jahren. - Spieldauer ca. 20 Min. - Für 2 bis 4 Spieler",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","532109","III G II G",,,,,"Colovini, Leo","Menzel, Michael",,,,,,,,,,,,"Atlantis",,,,,,,,,"Dietzenbach",,,,"Amigo",,,,"2009",,"1 Spiel (1 Startfeld, 1 Zielfeld, 4 Brücken, 12 Spielfiguren, 105 Karten, 108 Wegeplättchen, 1 Anleitung) ;",,,,,,,"ab 10 Jahren. - Spieldauer ca. 30 Min. - Für 2 bis 4 Spieler",,,,,,,,,,,,,,,,,,,,"Blau Spiele Atlan",,,,,,,,
"Stadtbibliothek Chemnitz","534813","II G",,,,,"Dirscherl, Wolfgang",,,,,,,,,,,,,"Wilde Wikinger machen fette Beute",,,,,,,,,"Bad Rodach",,,,"Habermaaß",,,,"2009",,"1 Spiel (1 Spielplan, 1 Konturtafel, 4 Schiffe, 36 Steine, 80 Karten, 2 Motivwürfel, 15 Piraten-Plättchen, 1 Anleitung) ;",,,,,,,"7 - 99 Jahre. - Spieldauer ca. 20 - 30 Min. - Für 2 - 5 Spieler",,,,,,,,,,,,,,,,,,,,"Rot Spiele Wilde",,,,,,,,
"Stadtbibliothek Chemnitz","535227","I G II G",,,,,"Lach, Bernhard","Rapp, Uwe","Menzel, Michael",,,,,,,,,,,"MauseSause",,,,,,,,,"Berlin",,,,"Scmidt Spiele",,,,"2009",,"1 Spiel(6 Holzteile, 31 Plättchen, 1 Anleitung) ;",,,"Easyplay Kids",,,,"ab5 Jahren. - Spieldauer ca. 15 Min. - Für 2 bis 4 Spieler",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","532079","III G 211 II G",,,,,"Schmiel, Karl-Heinz","Tisch, Christof",,,,,,,,,,,,"A la carte",,,,,,,,,"Elztal",,,,"Heidelberger Spielverl.",,,,"2009",,"1 Spiel (4 Pfannen, 4 Kunststofffläschchen, 105 Plastiksteinchen, 1 Sonderwürfel, 4 Herde, 20 Menüplättchen, 2 Tableaus, 4 Karten, 3 Kochlöffel, 26 Chips, 1 Spüle, 1 Anleitung) ;",,,"Moskito Spiele",,,,"Ab 8 Jahren. - Spieldauer ca. 30 - 45 Min. - Für 3 bis 4 Spieler",,,,,,,,,,,,,,,,,,,,"Blau Spiele Ala","Games AlaCarte",,,,,,,
"Stadtbibliothek Chemnitz","532080","I G II G",,,,,"Ludwig, Manfred","Braun, Peter",,,,,,,,,,,,"Diego Drachenzahn",,,,,,,,,"Bad Rodach",,,,"HABA",,,,"2009",,"1 Spiel (1 Spielplan, 4 Spielfiguren, 3 Glaskugeln, 24 Karten, 24 Karton-Plättchen, 1 Anleitung) ;",,,,,,,"ab 5 Jahren. - Spieldauer ca. 15 Min. - Für 2 bis 4 Spieler",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","532099","I G II G",,,,,"Ross, Brad","Winslow, Jim","Wagner, Arthur",,,,,,,,,,,"Monstermania",,,,,,,,,"Wien",,,,"Piatnik",,,,"2009",,"1 Spiel (40 Legeplättchen, 1 Spielfigur, 1 Anleitung) ;",,,,,,,"ab 5 Jahren. - Spieldauer ca. 15 Min. - Für 2 bis 5 Spieler",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","532078","III G 211 II G",,,,,"Jacobson, William P.","Kohout, Amanda A.",,,,,,,,,,,,"Identik",,,,,,,,,"Voisins-le-Bretonneux",,,,"Asmodee",,,,"2009",,"1 Spiel (6 Mal- und Punkteblöcke, 6 Bleistifte, 1 Würfel, 60 Aufgabenkarten, 1 Steckhülse, 1 Sanduhr, 1 Anleitung) ;",,,,,,,"ab 8 Jahren. - Spieldauer ca. 45 Min. - Für 3 und mehr Spieler",,,,,,,,,,,,,,,,,,,,"Blau Spiele Identik",,,,,,,,
"Stadtbibliothek Chemnitz","598886","II G 21",,,,,"Laden, Ariel",,,,,,,,,,,,,"Cobra Twist",,,,,,,,,"Günzburg",,,,"Huch",,,,"2009",,"1 Spiel (4 Würfel, 20 Aufgabentafeln, 1 ovale Base-Line-Karte 1 Spielanleitung) ;",,,,,,,"Logikspiel. - Ab 7 Jahren. - für 1+ Spieler. - Spieldauer ca. 10 Min.",,,,,,,,,,,,,,,,,,,,"Rot Spiele Cobra",,,,,,,,
"Stadtbibliothek Chemnitz","593413","II G 21 III G 219",,,,,"Antonow, Michail","Schliemann, Jens-Peter","Krüger, Helmut",,,,,,,,,,,"Willi und die Wunder dieser Welt",,,,,,,,,"Stuttgart",,,,"Kosmos",,,,"2009",,"1 Spiel (1 Spielplan mit Weltkarte, 12 Kompasse, 12 Windrosen-Scheiben, 12 Stecker, 40 Karten ""Willis Wunder"", 5 Ballone mit Aufstellfüßen, 12 Willi-Chips, 4 Wind-Plättchen, 1 Symbolwürfel, 1 Spielanleitung) ;",,,,,,,"Ab 8 Jahren. - Für 2 - 4 Spieler",,,,,,,,,,,,,,,,,,,,"Rot Spiele Willi",,,,,,,,
"Stadtbibliothek Chemnitz","599787","G 290",,,,,"Browne, Craig",,,,,,,,,,,,,"Compatibility",,,,,,,,,"Paris",,,,"Ystari",,,,"2009",,"1 Spiel (1 Spielplan, 8 Chips, 8 Spielsteine, 320 Bildkarten, 100 Themenkarten, 1 Spielanleitung) ;",,,,,,,"Ab 10 Jahren. - Für 3-8 Spieler. - Spieldauer ca. 45 Min.",,,,,,,,,,,,,,,,,,,,"Games Compa",,,,,,,,
"Stadtbibliothek Chemnitz","564320","I G",,,,,,,,,,,,,,,,,,"Wissens-Quiz für Kinder, 3 bis 5 Jahre",,,,,,,,,"Fürth",,,,"Noris-Spiele",,,,"2009",,"1 Spiel (Spielplan, 110 Frage- und Antwortkarten, 6 Spiellfiguren, 1 Augenwürfel, 1 Farbwürfel, Spielanleitung) ;",,,,,,,"Ab 3 Jahren. - Für 2 bis 6 Spieler",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
