"Datenbank","Identifier (0)","Klassifikation (50)","Klassifikation (50.1)","Klassifikation (50.3)","Klassifikation (50.4)","Verfasser (100)","Verfasser (100.1)","Verfasser (100.2)","Verfasser (100.3)","Sonstige Personen (101)","Sonstige Personen (101.1)","Sonstige Personen (101.2)","Sonstige Personen (101.3)","Institution (110)","Institution (110.1)","Institution (110.2)","Institution (110.3)","Sonstige Institutionen (112.1)","Titel (200)","Titel (200.1)","Titel (200.2)","Verfasserangabe (245)","Verfasserangabe (245.1)","Ausgabe (250)","Ausgabe (250.1)","Ausgabe (250.2)","Ausgabe (250.3)","Ort (260)","Ort (260.1)","Ort (260.2)","Ort (260.3)","Verlag (270)","Verlag (270.1)","Verlag (270.2)","Verlag (270.3)","Erscheinungsjahr (280)","Erscheinungsjahr (280.1)","Erscheinungsjahr (280.2)","Umfang (300)","Umfang (300.1)","Serie/ Reihe (400)","Serie/ Reihe (400.1)","Serie/ Reihe (400.2)","Serie/ Reihe (400.3)","Fußnote (500)","Fußnote (500.1)","ISBN (490)","ISBN (490.1)","ISBN (490.2)","ISBN (490.3)","ISSN (491)","ISSN (491.1)","ISSN (491.2)","ISSN (491.3)",492,492.1,492.2,492.3,"Systematik (080)","Systematik (080.1)","Schlagwort (600)","Schlagwort (600.1)","Schlagwort (600.2)","Schlagwort (600.3)","Regalstandort (852)","Regalstandort (852.1)","Regalstandort (852.2)","Regalstandort (852.3)","In- Vermerk (770)","In- Vermerk (770.1)","URL (850)","URL (850.1)","Originalsprachl. Inhalt (880)","Originalsprachl. Inhalt (880.1)"
"Stadtbibliothek Chemnitz","557952","I G",,,,,"Rivollet, Alain","Roehe, Stephanie",,,,,,,,,,,,"Bella Blümchen",,,,,,,,,"Bad Rodach",,,,"Haba",,,,"2010",,"1 Spiel (1 Kartontafel, 1 Sonderwürfel, 1 Holfigur, 24 Plättchen, 1 Spielanleitung) ;",,,,,,,"Ab 3 Jahren. - Für 2 - 4 Spieler. - Spieldauer ca. 10 Min.",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","557946","I G",,,,,"Patschorke, Julia",,,,,,,,,,,,,"Angelspaß",,,,,,,,,"Edling",,,,"Selecta",,,,"2010",,"1 Spiel (18 Fische, 1 Angel, 1 Würfel, 1 Spielanleitung) ;",,,,,,,"Geschicklichkeitsspiel.- ab 3 Jahren. - für 1 - 4 Spieler. - Spieldauer 5 - 10 Min.",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","557985","I G",,,,,"Beese, Markus",,,,,,,,,,,,,"Tastomino",,,,,,,,,"Olbernhau",,,,"Beleduc",,,,"2010",,"1 Spiel (27 Legeteile, 5 Stoffbeutel, 1 Anleitung) ;",,,,,,,"Ab 4 Jahren. - Spieldauer ca. 10 - 15 Min. - Für 2 - 4 Spieler",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","557971","I G",,,,,"Brüggemann, Vera","Wagner, Almuth",,,,,,,,,,,,"Legolino",,,,,,,,,"Olbernhau",,,,"Beleduc",,,,"2010",,"1 Spiel (15 Legetafeln, 14 Legesteine, 1 Stoffbeutel, 1 Anleitung) ;",,,,,,,"Ab 4 Jahren. - Spieldauer ca. 10 - 15 Min. - Für 1 Spieler",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","557984","II G 21",,,,,"Lamont, Fraser","Lamont, Gordon","Kara, Annette Nora",,,,,,,,,,,"Strauß voraus!",,,,,,,,,"Stuttgart",,,,"Kosmos",,,,"2010",,"1 Spiel (25 Streckentafeln, 105 Karten, 5 Spielfiguren, 30 Vorteils-Plättchen, 1 Anleitung) ;",,,,,,,"Ab 8 Jahren. - Spieldauer ca. 30 Min. - Für 2 bis 5 Spieler",,,,,,,,,,,,,,,,,,,,"Rot Spiele Strauß",,,,,,,,
"Stadtbibliothek Chemnitz","557979","I G",,,,,"Meister, Heinz",,,,,,,,,,,,,"Schatz-Alarm!",,,,,,,,,"Ravensburg",,,,"Ravensburger",,,,"2010",,"1 Spiel (1 Schachteleinsatz, 1 Spielplan, 1 Tafel ""Siegertreppe"", 1 ""Affenthron"", 5 Spielfiguren, 15 Spielsteine, 1 Sucherstein, 7 Würfel, 1 Anleitung) ;",,,"Kinderspiele für Groß & Klein",,,,"Ab 5 Jahren. - Spieldauer ca. 15-20 Min. - Für 2 bis 4 Spieler",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","568314","G 212",,,,,,,,,,,,,,,,,,"Boxxy",,,,,,,,,"Berin",,,,"Schmidt",,,,"2010",,"1 Spiel (1 Kunststoffbox, , 4 Bleistifte, 1 Anleitung) ;",,,,,,,"ab 10 Jahren. - Spieldauer ca. 20 Min. - Für 2 bis 4 Spieler",,,,,,,,,,,,,,,,,,,,"Games Boxxy","G 212 Box",,,,,,,
"Stadtbibliothek Chemnitz","568330","G 211 G 290",,,,,"Henn, Dirk",,,,,,,,,,,,,"Rosenkönig",,,,,,,,,"Stuttgart",,,,"Kosmos",,,,"2010",,"1 Spiel (1 Spielplan, 52 Holzscheiben, 1 Krone-Stein, 32 Karten, 1 Anleitung) ;",,,"Klassiker für Zwei",,,,"ab 10 Jahren. - Spieldauer 30 - 40 Min. - für 2 Spieler",,,,,,,,,,,,,,,,,,,,"Games Rosen",,,,,,,,
"Stadtbibliothek Chemnitz","568318","G 212 G 213",,,,,"Knizia, Reiner","Heinecke, Guido",,,,,,,,,,,,"Buzz it!",,,,,,,,,"[S.l.]",,,,"Asmodee",,,,"2010",,"1 Spiel (160 Karten, 1 Buzzer, 1 Stoffbeutel, 1 Spielanleitung)",,,,,,,"ab 12 Jahren. - Spieldauer ca. 30 Min. - Für 3 bis 12 Spieler",,,,,,,,,,,,,,,,,,,,"Games Buzz",,,,,,,,
"Stadtbibliothek Chemnitz","568310","G 211 G 290 G 212",,,,,"Kramer, Wolfgang","Kiesling, Michael","Vohwinkel, Franz",,,,,,,,,,,"Asara",,,,,,,,,"Stuttgart",,,,"Ravensburger",,,,"2010",,"1 Spiel (1 Spielplan, 4 Sichtschirme, 45 Karten, 100 Turmkärtchen, 52 Pappchips, 1 Startspielerplättchen, 5 Holzscheiben, 1 Blatt ""Spielinhalt und Spielaufbau"", 1 Spielanleitung) ;",,,,,,,"ab 9 Jahren. - Spieldauer ca. 30 Min. - Für 2 bis 4 Spieler",,,,,,,,,,,,,,,,,,,,"Games Asara",,,,,,,,
"Stadtbibliothek Chemnitz","634349","I G",,,,,"Hertzano, Ephraim",,,,,,,,,,,,,"Rummikub Junior",,,,,,,,,"[Ratingen]",,,,"Jumbo Spiele",,,,"2010",,"1 Spiel (2 Maus-Tafeln, 42 Karten, 1 Stoffbeutel, 1 Anleitung) ;",,,"Die Maus",,,,"Legespiel. - für 2-4 Spieler. - ab 4 Jahren. - Spieldauer 20 Min.",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","628117","I G",,,,,"De Klerk, Roger",,,,,,,,,,,,,"Kunterbunte Autorelli",,,,,,,,,"Edling",,,,"Selecta Spielzeug AG",,,,"2010",,"1 Spiel (1 spielplan, 4 farbige Autos, 1 Farbwürfel, 1 Formenwürfel, 1 Geschichtenheft, 1 Spielanleitung) ;",,,,,,,"Spielesammlung. - für 1-4 Spieler. - ab 2 1/2 Jahren.",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","628130","III G 219",,,,,"Teuber, Klaus","Menzel, Michael",,,,,,,,,,,,"Die Fürsten von Catan",,,,,,,,,"Stuttgart",,,,"Kosmos",,,,"2010",,"1 Spiel (180 Karten, 2 Spielsteine aus Holz, 1 Augenwürfel, 1 Symbolwürfel) ;",,,,,,,"Strategiespiel. - Für 2 Spieler. - ab 10 Jahren. - Spieldauer ca. 75 Min.",,,,,,,,,,,,,,,,,,,,"Blau Spiele Fürst",,,,,,,,
"Stadtbibliothek Chemnitz","632110","G 212",,,,,"Bülow, Jesper",,,,,,,,,,,,,"Bezzerwizzer",,,,,,,,,"Dreieich",,,,"Mattel",,,,"2010",,"1 Spiel (1 Spielbrett, 4 Spielplatten, 20 Kategoriesteine, 8 Bezzerwizzer-Steine, 4 Zwap-Steine, 250 Frage- u. Antwortkarten m. Aufbewahrungskästchen, 2 Kategorieübersichten, 1 Beutel, 1 Spielanleitung) ;",,,,,,,"Quizspiel. - für 2-4 Spieler. - ab 16 Jahren. - Spieldauer 60 Min",,,,,,,,,,,,,,,,,,,,"Games Bezzer",,,,,,,,
"Stadtbibliothek Chemnitz","636239","G 219",,,,,"Vaccarino, Donald X.","Schlemmer, Oliver",,,,,,,,,,,,"Kingdom Builder",,,,,,,,,"Troisdorf",,,,"Queen Games",,,,"2010",,"1 Spiel ( 4 Quadranten, 14 Ortsplättchen, 15 Nomadenplättchen, 3 neue Kingdom Builder-karten, 4 Übersichten Ortsplättchen, 25 Steinmauern, 40 Siedlungen, 1 Goldmarker, 1 Spielanleitung) ;",,,,,,,"Strategiespiel. - Ab 8 Jahren. - Für 2 - 5 Spieler. - Spieldauer 45 Min.",,,,,,,,,,,,,,,,,,,,"Games Kindom",,,,,,,,
"Stadtbibliothek Chemnitz","635744","G 212",,,,,"Vaccarino, Donald X.","Catrein, Matthias",,,,,,,,,,,,"Dominion",,,,,,,,,"[s.l.]",,,,"Rio Grande Games",,,,"2010",,"1 Spiel (150 Karten, 25 Münzen, 1 Spielanleitung)",,,,,,,"Kartenspiel. - Ab 13 Jahren. - Für 2 - 4 Spieler. - Spieldauer ca. 30 Min.",,,,,,,,,,,,,,,,,,,,"Games Domin",,,,,,,,
"Stadtbibliothek Chemnitz","573527","I G",,,,,,,,,,,,,,,,,,"Bilderwürfel Pepito",,,,,,,,,"Edling",,,,"Selecta",,,,"2010",,"1 Spiel (4 Holzwürfel, 1 Beiblatt) ;",,,"Selecta Kleinkindspiel",,,,"ab 2 Jahren. - Für 1 Spieler",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","573533","I G",,,,,"Teubner, Marco","Patschorke, Julia",,,,,,,,,,,,"Kullerei mit Drachenei",,,,,,,,,"Edling",,,,"Selecta",,,,"2010",,"1 Spiel (1 Spielplan, 4 Spielfiguren, 1 Holz-Ei, 4 Karten, 12 Chips, 1 Sonderwürfel, 1 Spielanleitung) ;",,,,,,,"Ab 5 Jahren. - Für 2 - 4 Spieler. - Spieldauer ca. 10 - 20 Min.",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","605459","I G II G 21",,,,,"Knizia, Reiner",,,,,,,,,,,,,"Das Geheimnis der Zahleninsel",,,,,,,,,"Ravensburg",,,,"Ravensburger",,,,"2010",,"1 Spielplan, 4 Charakter-Schreiben, 4 Spielfiguren, 90 Schtzplättchen ; ohne Tiptoi-Stift",,,"tiptoi macht Wissen lebendig : das audiodigitale Lernsystem",,,,"Lernspiel. - ab 5 Jahren. - Für 1-4 Spieler",,,,,,,,,,,,,,,,,,,,"Rot Spiele Geheim",,,,,,,,
"Stadtbibliothek Chemnitz","700361","I G 2 I I 1",,,,,"Boretzki, Anja",,,,,,,,,,,,,"Adjektive: Gegensatzpaare",,,,,,,,,"Mülheim an der Ruhr",,,,"Verlag an der Ruhr",,,,"[2010]","© 2010","1 Spiel (32 Bildkarten, 1Begleitheft) ;",,,"Bildkarten zur Sprachförderung",,,,"Sprachlernspiel",,"9783834606372",,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","557955","I G",,,,,"Nikisch, Markus","Scheinberger, Felix","Koch, Sebastian",,,,,,,,,,,"Burg Drachengold",,,,,,,,,"Bad Rodach",,,,"Haba",,,,"2010",,"1 Spiel (1 Schachteleinsatz, 4 Holzteile, 1 Sonderwürfel, 30 Chips, 10 Karten, 5 Plättchen, 1 Fex-Broschüre, 1 Spielanleitung) ;",,,"Fit fürs Lernen Flex",,,,"Ab 6 Jahren. - Für 2 - 4 Spieler. - Spieldauer ca. 20 Min.",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","532100","I G II G",,,,,"Baumann, Dirk","Vogt, Rolf","Wieczorek, Claudia",,,,,,,,,,,"Schatz der Kobolde",,,,,,,,,"Berlin",,,,"Drei Magier Spiele",,,,"2010",,"1 Spiel (1 Spielplan, 16 Kärtchen groß, 16 Kärtchen klein, 1 Koboldglas, 16 Holzscheiben, 1 Anleitung) ;",,,,,,,"ab 5 Jahren. - Spieldauer ca. 25 Min. - Für 2 bis 4 Spieler",,,,,,,,,,,,,,,,,,,,"Rot Spiele Schatz",,,,,,,,
"Stadtbibliothek Chemnitz","609382","I G",,,,,"Haferkamp, Kai","Wenzel-Bürger, Eva","Freudenreich, Oliver",,,,,,,,,,,"Conni im Kindergarten",,,,,,,,,"Stuttgart",,,,"Kosmos",,,,"2010",,"1 Spiel (30 Farben-Formen-Plättchen, 12 Zwei-Teile-Puzzles, 10 Lupen, 4 Rahmenpuzzles, 4 Spielfiguren m. Standfuß, 2 Themenringe, 1 Lauftafel, 1 Kreisel, 1 Conni-Drehscheibe m. Abdeckplättchen Krokodil Fridolin) ;",,,"Meine Freundin Conni",,,,"Memospiel. - Ab 3 Jahren. - Für 1-4 Spieler",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","581549","P 020 III G 212",,,,,,,,,,,,,,,,,,"Erfindungen",,,,,,,,,"Kempen",,,,"Moses-Verl.",,,,"2010",,"1 Spiel (56 Karten, 1 Karte mit Spielanleitung, 1 Sanduhr, 1 achtseitiger Würfel) ;",,,"BrainBox",,,,"Ab 8 Jahre. - Für 1 oder mehr Spieler",,,,,,,,,,,,,,,,,,,,"Blau Spiele Erfind",,,,,,,,
"Stadtbibliothek Chemnitz","548421","II G 21 III G 212",,,,,"Schumacher, Georg",,,,,,,,,,,,,"Wortissimo",,,,,,,,,"Kempen",,,,"moses",,,,"2010",,"1 Spiel(100 WORTISSIMO-Karten, Punkteblock, Sanduhr, Würfel) ;",,,,,,,"ab 12 Jahren. - Spieldauer ca. 45 Min. - Für 1 bis 6 Spieler",,,,,,,,,,,,,,,,,,,,"Blau Spiele Wort",,,,,,,,
"Stadtbibliothek Chemnitz","537388","G 212",,,,,"Follett, Ken","Rieneck, Michael","Stadler, Stefan",,,,,,,,,,,"Die Tore der Welt",,,,,,,,,"Stuttgart",,,,"Kosmos",,,,"2009",,"1 Spiel (Spielinhalt : 1 Spielplan, 44 Ereigniskarten, 4 Übersichtskarten, 4 Kapitelschlusskarten, 48 Aktionskarten, 7 Bauvorhaben, 4 Sichtblenden, 99 Holzteile, 102 kleine Stanzteile, 1 Steuerwürfel, 1 Startspielerwappen, 1 Spielregel) ;",,,,,,,"Für 2 - 4 Spieler. - Ab 12 Jahren. - Spieldauer ca. 90 - 120 Min.",,,,,,,,,,,,,,,,,,,,"G 212 Tor",,,,,,,,
"Stadtbibliothek Chemnitz","498759","G 212",,,,,"Marquard, Stefan","Leopizzi, Marco",,,,,,,,,,,,"Stefan Marquard's Küchenlatein",,,,,,,,,"Dietzenbach",,,,"Amigo",,,,"[2009]",,"1 Spiel (480 Fragekarten, 24 Nudelholz-Plättchen, 6 Spielsteine, 2 Würfel, 1 Spielplan, 1 Spielanleitung) ; in Behältnis 29 x 29 x 7 cm",,,"Amigo",,,,"Ab 12 Jahre",,,,,,,,,,,,,,,,,,,,"G 212 Ste",,,,,,,,
"Stadtbibliothek Chemnitz","686624","II G 21 III G 219",,,,,"Köhrsen, Andrea",,,,,,,,,,,,,"Blue stories",,,,,,,,,"Kempen",,,,"Moses",,,,"2009",,"1 Spiel (50 Karten, 1 Anleitung) ;",,,,,,,"Rätselspiel. - für 2- beliebige Spieler. - ab 8 Jahren. Spieldauer 15 Min.",,"9783897774841",,,,,,,,,,,,,,,,,,"Rot Spiele Blue",,,,,,"http://deposit.d-nb.de/cgi-bin/dokserv?id=3202519&prov=M&dok_var=1&dok_ext=htm",,
"Stadtbibliothek Chemnitz","686622","II G 21 III G 219",,,,,"Köhrsen, Andrea",,,,,,,,,,,,,"Pink Stories",,,,,,,,,"Kempen",,,,"Moses",,,,"2009",,"1 Spiel (50 Karten, 1 Anleitung) ;",,,,,,,"Rätselspiel. - für 2- beliebige Spieler. - ab 8 Jahren. - Spieldauer 15 Min.",,"9783897774865",,,,,,,,,,,,,,,,,,"Rot Spiele Pink",,,,,,,,
"Stadtbibliothek Chemnitz","704881","G 212",,,,,,,,,,,,,,,,,,"Weiberabend",,,,,,,,,"Schweden",,,,"Kylskåpspoesi",,,,"[2009?]",,"1 Spiel (102 Karten)",,,,,,,,,,,,,,,,,,,,,,,,,,,"G 212 Wei",,,,,,,,
"Stadtbibliothek Chemnitz","729293","L 332",,,,,,,,,,,,,,,,,,"Viaggio in Italia",,,,,,,,,"Recanati",,,,"ELI s.r.l.",,,,"[2009]",,"1 Spiel (132 Spielkarten, 2 Faltwürfel, 1 Faltblatt, 1 Spielanleitung)",,,"L'italiano giocando",,,,,,"9788853604651",,,,,,,,,,,,,,,,,,"320 L 332 Via",,,,,,,,
"Stadtbibliothek Chemnitz","628120","I G",,,,,"Bücken, Hajo","Leykamm, Martina",,,,,,,,,,,,"Ratz Fatz in das Märchenland",,,,,,,,,"Bad Rodach",,,,"Haba",,,,"2009",,"1 Spiel (3 Märchenfiguren, 12 Kärtchen, 1 Symbolwürfel, 1 Spielheft) ;",,,,,,,"Spielesammlung. - Für 1-6 Spieler. - ab 3-12 Jahren. - Spieldauer ca. 5-10 Min.",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","532077","II G III G 211 G 211",,,,,"Roubira, Jean-Louis","Cardouat, Marie","Bonnessée, Régis",,,,,,,,,,,"DiXit",,,,,,,,,"Poitiers",,,,"Libellud",,,,"2009",,"1 Spiel (2 Schachteleinsätze, 36 Kartonplättchen, 6 Holzhasen, 84 Karten, 1 Anleitung) ;",,,,,,,"ab 8 Jahren. - Spieldauer ca. 30 Min. - Für 3 bis 6 Spieler",,,,,,,,,,,,,,,,,,,,"Rot Spiele DiXit","Games DiXit",,,,,,,
"Stadtbibliothek Chemnitz","495044","II G III G",,,,,"Dorra, Stefan","Reindl, Manfred","Pepperle, Walter",,,,,,,,,,,"Make 'n' break challenge",,,,,,,,,"Ravensburg",,,,"Ravensburger",,,,"2009",,"1 Spiel (20 Bausteine ; 1 Kartenhalter ; 2 Holzzangen ; 80 Aufgabenkarten ; 1 Anleitung) ; in Karton 37 x 27 x 5 cm",,,,,,,"Für 2-4 Spieler",,,,,,,,,,,,,,,,,,,,"Rot Spiele Make",,,,,,,,
"Stadtbibliothek Chemnitz","604007","I G",,,,,"Liesching, Thomas","Kraushaar, Sabine",,,,,,,,,,,,"Muh & Mäh",,,,,,,,,"Bad Rodach",,,,"Haba",,,,"2009",,"1 Spiel (9 Kühe, 9 schafe, 9 Frösche, 4 Bauernhöfe, 3 Stoffbeutel, 1 Spielanleitung) ;",,,,,,,"Fühlspiel. - Ab 3 Jahren. - für 2 - 4 Spieler. - Spieldauer ca. 10 Min.",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","505027","I G II G",,,,,"Dorra, Stefan","Reindl, Manfred",,,,,,,,,,,,"Shaun das Schaf: Köttel-Alarm",,,,,,,,,"Stuttgart",,,,"Kosmos",,,,"2009",,"1 Spiel (48 Holz-Zylinder, 24 Spiel-Chips ""Köttel"", 4 quadratische Kärtchen, 4 Papp-Figuren, 1 Sonderwürfel, 1 Spielanleitung) ; in Karton 22,5 x 22,5 x 5 cm",,,,,,,"Ab 5 Jahren",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","502904","I G",,,,,"Haferkamp, Kai","Lohr, Stefan",,,,,,,,,,,,"Kannst du Rechnen?",,,,,,,,,"Stuttgart",,,,"Kosmos",,,,"2009",,"1 Spiel (4 Spielfiguren, 2 Sonderwürfel, 30 gelbe Kartonscheiben, 8 Schatzkistenplättchen, 1 Kärtchen mit Piratenflagge, 1Spielanleitung) ; in Karton 11 x 18 x 3,5 cm",,,"Der echte Scout",,,,"Ab 5 Jahren",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","505201","G 212",,,,,,,,,,,,,,,,,,"Welt der Bücher",,,,,,,,,"Günzburg",,,,"Huch! & friends",,,,"2009",,"1 Spiel (600 Fragen und Antworten, 6 Bücherblöcke, 5 Tipp-Tafeln, 30 Tip-Bücher, Spielanleitung) ;",,,,,,,"Spieldauer: ca. 60 Min. - Für 1 bis 6 Spieler. - Ab 16 - 99 Jahren",,,,,,,,,,,,,,,,,,,,"G 212 Wel","Games Welt",,,,,,,
"Stadtbibliothek Chemnitz","502863","G 212 II G III G",,,,,"Knizia, Reiner",,,,,,,,,,,,,"Fits",,,,,,,,,"Ravensburg",,,,"Ravensburger",,,,"2009",,"1 Spiel (64 Spielsteine ; 8 Spieltafeln ; 4 Rampen ; 4 Abdeckungen ; 20 Kärtchen ; 1 Anleitung) ; in Karton 37 x 27 x 5 cm",,,,,,,"Für 1-4 Spieler",,,,,,,,,,,,,,,,,,,,"G 212 Fit","II Spiele Fits",,,,,,,
"Stadtbibliothek Chemnitz","671103","I G",,,,,"Haferkamp, Kai","Carle, Eric",,,,,,,,,,,,"Die kleine Raupe Nimmersatt",,,,,,,,,"Berlin",,,,"Schmidt Spiele",,,,"2009",,"1 Spiel (1 Schachteleinsatz, 1 Holzscheibe, 9 Spieltafeln, 1 Rahmen, 8 Memo-Kärtchen, 16 Sonnen-Chips, 1 Anleitung) ;",,,,,,,"Memospiel. - für 2-4 Spieler. - ab 3 Jahren. - Spieldauer 15. Min.",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","506838","II G",,,,,"Bücken, Hajo","Freudenreich, Oliver",,,,,,,,,,,,"Concerto Grosso",,,,,,,,,"Dietzenbach",,,,"Amigo",,,,"[2009]",,"1 Spiel (110 Hasenkarten ; 1 Spielanleitung) ; in Karton 12 x 9,5 x 2 cm",,,,,,,"Für 3-6 Spieler",,,,,,,,,,,,,,,,,,,,"Rot Spiele Con",,,,,,,,
"Stadtbibliothek Chemnitz","525239","I G",,,,,"Bücken, Hajo","Leykamm, Martina",,,,,,,,,,,,"Ratz Fatz Zahlen",,,,,,,,,"Bad Rodach",,,,"Habermaaß",,,,"2009",,"1 Spiel (10 Holztiere, 11 Kartontafeln, 1 Spielanleitung) ;",,,,,,,"Ab 4 - 8 Jahren. - Spieldauer ca. 10 - 20 Min. - Für 1 - 6 Spieler",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","496735","I G",,,,,"Haferkamp, Kai","Rieger, Anja","Freudenreich, Oliver",,,,,,,,,,,"Kennst du die Jahreszeiten?",,,,,,,,,"Stuttgart",,,,"Kosmos",,,,"2009",,"1 Spiel (1 Drehscheibe ""Januar bis Dezember"", 13teiliger Spielplan-Puzzel, 24 quadratische Kärtchen, 6 rechteckige Kärtchen, 1 Spielanleitung) ; ind Karton26,5 x 26,5 x 6 cm",,,"Kosmolino : Lesen - Spielen - Experimentieren",,,,"Ab 4 Jahren",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","525234","I G",,,,,"Flad, Antje",,,,,,,,,,,,,"Kleiner Magier",,,,,,,,,"Bad Rodach",,,,"HaBa",,,,"2009",,"1 Spiel (1 Spielplan, 3 Zahnradscheiben, 1 Holzteil, 1 Zauberstab, 1 Sonderwürfel, 9 Zauberhüte, 35 Pappchips, 1 Spielanleitung) ;",,,,,,,"Ab 4 Jahren. - Spieldauer ca. 15 Min. - Für 2 - 4 Spieler",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","525235","I G II G III G",,,,,"Bouman, Arina","Mack, Andreas",,,,,,,,,,,,"Odysseas Adventures",,,,,,,,,"[S.l.]",,,,"Chelona",,,,"2009",,"1 Spiel (1 Spielplan, 2 Punktewürfel, 6 Holzschiffchen, 90 Holzchips, 1 Spielanleitung) ;",,,,,,,"Ab 5 Jahren. - Spieldauer ca. 30 - 45 Min. - Für 2 - 6 Spieler",,,,,,,,,,,,,,,,,,,,"Rot Spiele Odyss",,,,,,,,
"Stadtbibliothek Chemnitz","525215","II G 21",,,,,"Scholz, Barbara",,,,,,,,,,,,,"Englisch, das Memo-Spiel",,,,,,,,,"Mannheim",,,,"Bibliogr. Inst. & Brockhaus",,,,"[2009]",,"1 Spiel (1 Spielpl., 1 Spielfig., 36 Kt., 1 Würfel, Spielanleitung) ;",,,"Spiel dich schlau!",,,,"Ab 5 Jahren. - Spieldauer ca. 15 Min. - Für 2 - 4 Spieler",,"9783411723980","341172398X",,,,,,,,,,,,,"Vorschulkind","Alphabet","Englischunterricht",,"Rot G 21 Eng",,,,,,,,
"Stadtbibliothek Chemnitz","499210","I G",,,,,"Rossi, Carlo A.",,,,,,,,,,,,,"Zoowaboo",,,,,,,,,"Edling",,,,"Selecta Spielzeug",,,,"[2009]",,"1 Spiel (6 Floßtafeln ; 30 Holztiere ; 30 Karten ; 1 Sanduhr ; 18 kleine runde Chips ; 8 große runde Chips ; 1 Anleitung) ; in Karton 34 x 23 x 4,5 cm",,,,,,,"Für 2-4 Spieler",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","513007","Ter G 20.0 Sachsen",,,,,"Schmitz, Michael","Pecher, Roland","Soiron, Walter",,,,,,,,,,,"Babbm Heimor",,,,,,,,,"Köln",,,,"Anaconda-Verl.",,,,"2009",,"1 Spiel ; 40 Spielkarten",,,,,,,"Ab 6 Jahren. - Für 2 - 6 Spieler. - Spieldauer 10 - 15 Min.",,"9783866474321",,,,,,,,,,,,,,,,,,"Ter G 20.0 Sachsen Bab",,,,,,,,
"Stadtbibliothek Chemnitz","513107","I G II G",,,,,"Scholz, Barbara",,,,,,,,,,,,,"Abc, das Memo-Spiel",,,,,,,,,"Bad Rodach",,,,"HaBa",,,,"[2009]",,"1 Spiel (1 Spielplan, 30 Plättchen quadratisch, 30 rote Holzsterne, Spielanleitung) ;",,,"Spiel dich schlau!",,,,"Ab 5 Jahren. - Für 2 - 4 Spieler. - Spieldauer ca. 15 Min.",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","513108","II G",,,,,"Knizia, Reiner",,,,,,,,,,,,,"Callisto",,,,,,,,,"Wien",,,,"Piatnik",,,,"2009",,"1 Spiel (1 Kunststoff-Spielraster, 2 Spieltafeln, 84 Kunststoffteile, 1 Spielanleitung) ;",,,,,,,"Ab 7 Jahren. - Für 2 - 4 Spieler",,,,,,,,,,,,,,,,,,,,"Rot Spiele Calli",,,,,,,,
